Date_reported; Country_code; Country; WHO_region; New_cases; Cumulative_cases; New_deaths; Cumulative_deaths
23/02/2020;DE;Germany;EURO;0;15;0;0
24/02/2020;DE;Germany;EURO;0;15;0;0
25/02/2020;DE;Germany;EURO;0;15;0;0
26/02/2020;DE;Germany;EURO;2;17;0;0
27/02/2020;DE;Germany;EURO;4;21;0;0
28/02/2020;DE;Germany;EURO;26;47;0;0
29/02/2020;DE;Germany;EURO;10;57;0;0
01/03/2020;DE;Germany;EURO;54;111;0;0
02/03/2020;DE;Germany;EURO;18;129;0;0
03/03/2020;DE;Germany;EURO;28;157;0;0
04/03/2020;DE;Germany;EURO;39;196;0;0
05/03/2020;DE;Germany;EURO;66;262;0;0
06/03/2020;DE;Germany;EURO;138;400;0;0
07/03/2020;DE;Germany;EURO;284;684;0;0
08/03/2020;DE;Germany;EURO;163;847;0;0
09/03/2020;DE;Germany;EURO;55;902;0;0
10/03/2020;DE;Germany;EURO;237;1139;2;2
11/03/2020;DE;Germany;EURO;157;1296;0;2
12/03/2020;DE;Germany;EURO;271;1567;1;3
13/03/2020;DE;Germany;EURO;802;2369;2;5
14/03/2020;DE;Germany;EURO;693;3062;0;5
15/03/2020;DE;Germany;EURO;733;3795;3;8
16/03/2020;DE;Germany;EURO;1043;4838;4;12
17/03/2020;DE;Germany;EURO;1174;6012;1;13
18/03/2020;DE;Germany;EURO;1144;7156;0;13
19/03/2020;DE;Germany;EURO;1042;8198;0;13
20/03/2020;DE;Germany;EURO;5940;14138;30;43
21/03/2020;DE;Germany;EURO;4049;18187;2;45
22/03/2020;DE;Germany;EURO;3276;21463;22;67
23/03/2020;DE;Germany;EURO;3311;24774;27;94
24/03/2020;DE;Germany;EURO;4438;29212;32;126
25/03/2020;DE;Germany;EURO;2342;31554;23;149
26/03/2020;DE;Germany;EURO;4954;36508;49;198
27/03/2020;DE;Germany;EURO;5780;42288;55;253
28/03/2020;DE;Germany;EURO;6294;48582;72;325
29/03/2020;DE;Germany;EURO;3965;52547;64;389
30/03/2020;DE;Germany;EURO;4751;57298;66;455
31/03/2020;DE;Germany;EURO;4615;61913;128;583
01/04/2020;DE;Germany;EURO;5453;67366;149;732
02/04/2020;DE;Germany;EURO;6156;73522;140;872
03/04/2020;DE;Germany;EURO;6174;79696;145;1017
04/04/2020;DE;Germany;EURO;6082;85778;141;1158
05/04/2020;DE;Germany;EURO;5936;91714;184;1342
06/04/2020;DE;Germany;EURO;3677;95391;92;1434
07/04/2020;DE;Germany;EURO;3834;99225;173;1607
08/04/2020;DE;Germany;EURO;4003;103228;254;1861
09/04/2020;DE;Germany;EURO;4974;108202;246;2107
10/04/2020;DE;Germany;EURO;5323;113525;266;2373
11/04/2020;DE;Germany;EURO;4133;117658;171;2544
12/04/2020;DE;Germany;EURO;2821;120479;129;2673
13/04/2020;DE;Germany;EURO;2537;123016;126;2799
14/04/2020;DE;Germany;EURO;2082;125098;170;2969
15/04/2020;DE;Germany;EURO;2486;127584;285;3254
16/04/2020;DE;Germany;EURO;2866;130450;315;3569
17/04/2020;DE;Germany;EURO;3380;133830;299;3868
18/04/2020;DE;Germany;EURO;3609;137439;242;4110
19/04/2020;DE;Germany;EURO;2458;139897;184;4294
20/04/2020;DE;Germany;EURO;1775;141672;110;4404
21/04/2020;DE;Germany;EURO;1785;143457;194;4598
22/04/2020;DE;Germany;EURO;2237;145694;281;4879
23/04/2020;DE;Germany;EURO;2352;148046;215;5094
24/04/2020;DE;Germany;EURO;2337;150383;227;5321
25/04/2020;DE;Germany;EURO;2055;152438;179;5500
26/04/2020;DE;Germany;EURO;1737;154175;140;5640
27/04/2020;DE;Germany;EURO;1018;155193;110;5750
28/04/2020;DE;Germany;EURO;1144;156337;163;5913
29/04/2020;DE;Germany;EURO;1304;157641;202;6115
30/04/2020;DE;Germany;EURO;1478;159119;173;6288
01/05/2020;DE;Germany;EURO;1639;160758;193;6481
02/05/2020;DE;Germany;EURO;945;161703;94;6575
03/05/2020;DE;Germany;EURO;793;162496;74;6649
04/05/2020;DE;Germany;EURO;679;163175;43;6692
05/05/2020;DE;Germany;EURO;685;163860;139;6831
06/05/2020;DE;Germany;EURO;947;164807;165;6996
07/05/2020;DE;Germany;EURO;1284;166091;123;7119
08/05/2020;DE;Germany;EURO;1209;167300;147;7266
09/05/2020;DE;Germany;EURO;1251;168551;103;7369
10/05/2020;DE;Germany;EURO;667;169218;26;7395
11/05/2020;DE;Germany;EURO;357;169575;22;7417
12/05/2020;DE;Germany;EURO;933;170508;116;7533
13/05/2020;DE;Germany;EURO;798;171306;101;7634
14/05/2020;DE;Germany;EURO;933;172239;89;7723
15/05/2020;DE;Germany;EURO;913;173152;101;7824
16/05/2020;DE;Germany;EURO;620;173772;57;7881
17/05/2020;DE;Germany;EURO;583;174355;33;7914
18/05/2020;DE;Germany;EURO;342;174697;21;7935
19/05/2020;DE;Germany;EURO;513;175210;72;8007
20/05/2020;DE;Germany;EURO;797;176007;83;8090
21/05/2020;DE;Germany;EURO;745;176752;57;8147
22/05/2020;DE;Germany;EURO;460;177212;27;8174
23/05/2020;DE;Germany;EURO;638;177850;42;8216
24/05/2020;DE;Germany;EURO;431;178281;31;8247
25/05/2020;DE;Germany;EURO;289;178570;10;8257
26/05/2020;DE;Germany;EURO;432;179002;45;8302
27/05/2020;DE;Germany;EURO;362;179364;47;8349
28/05/2020;DE;Germany;EURO;353;179717;62;8411
29/05/2020;DE;Germany;EURO;741;180458;39;8450
30/05/2020;DE;Germany;EURO;738;181196;39;8489
31/05/2020;DE;Germany;EURO;286;181482;11;8500
01/06/2020;DE;Germany;EURO;333;181815;11;8511
02/06/2020;DE;Germany;EURO;213;182028;11;8522
03/06/2020;DE;Germany;EURO;342;182370;29;8551
04/06/2020;DE;Germany;EURO;394;182764;30;8581
05/06/2020;DE;Germany;EURO;507;183271;32;8613
06/06/2020;DE;Germany;EURO;407;183678;33;8646
07/06/2020;DE;Germany;EURO;301;183979;22;8668
08/06/2020;DE;Germany;EURO;214;184193;6;8674
09/06/2020;DE;Germany;EURO;350;184543;37;8711
10/06/2020;DE;Germany;EURO;318;184861;18;8729
11/06/2020;DE;Germany;EURO;555;185416;26;8755
12/06/2020;DE;Germany;EURO;258;185674;8;8763
13/06/2020;DE;Germany;EURO;348;186022;18;8781
14/06/2020;DE;Germany;EURO;247;186269;6;8787
15/06/2020;DE;Germany;EURO;192;186461;4;8791
16/06/2020;DE;Germany;EURO;378;186839;9;8800
17/06/2020;DE;Germany;EURO;345;187184;30;8830
18/06/2020;DE;Germany;EURO;580;187764;26;8856
19/06/2020;DE;Germany;EURO;770;188534;16;8872
20/06/2020;DE;Germany;EURO;601;189135;10;8882
21/06/2020;DE;Germany;EURO;687;189822;0;8882
22/06/2020;DE;Germany;EURO;537;190359;3;8885
23/06/2020;DE;Germany;EURO;503;190862;10;8895
24/06/2020;DE;Germany;EURO;587;191449;19;8914
25/06/2020;DE;Germany;EURO;630;192079;13;8927
26/06/2020;DE;Germany;EURO;477;192556;21;8948
27/06/2020;DE;Germany;EURO;687;193243;6;8954
28/06/2020;DE;Germany;EURO;256;193499;3;8957
29/06/2020;DE;Germany;EURO;262;193761;4;8961
30/06/2020;DE;Germany;EURO;498;194259;12;8973
01/07/2020;DE;Germany;EURO;466;194725;12;8985
02/07/2020;DE;Germany;EURO;503;195228;9;8994
03/07/2020;DE;Germany;EURO;446;195674;9;9003
04/07/2020;DE;Germany;EURO;422;196096;7;9010
05/07/2020;DE;Germany;EURO;239;196335;2;9012
06/07/2020;DE;Germany;EURO;219;196554;4;9016
07/07/2020;DE;Germany;EURO;390;196944;8;9024
08/07/2020;DE;Germany;EURO;397;197341;12;9036
09/07/2020;DE;Germany;EURO;442;197783;12;9048
10/07/2020;DE;Germany;EURO;395;198178;6;9054
11/07/2020;DE;Germany;EURO;378;198556;6;9060
12/07/2020;DE;Germany;EURO;248;198804;3;9063
13/07/2020;DE;Germany;EURO;159;198963;1;9064
14/07/2020;DE;Germany;EURO;412;199375;4;9068
15/07/2020;DE;Germany;EURO;351;199726;3;9071
16/07/2020;DE;Germany;EURO;534;200260;7;9078
17/07/2020;DE;Germany;EURO;583;200843;4;9082
18/07/2020;DE;Germany;EURO;529;201372;1;9083
19/07/2020;DE;Germany;EURO;202;201574;1;9084
20/07/2020;DE;Germany;EURO;249;201823;2;9086
21/07/2020;DE;Germany;EURO;522;202345;4;9090
22/07/2020;DE;Germany;EURO;454;202799;5;9095
23/07/2020;DE;Germany;EURO;569;203368;6;9101
24/07/2020;DE;Germany;EURO;815;204183;10;9111
25/07/2020;DE;Germany;EURO;781;204964;7;9118
26/07/2020;DE;Germany;EURO;305;205269;0;9118
27/07/2020;DE;Germany;EURO;340;205609;0;9118
28/07/2020;DE;Germany;EURO;633;206242;4;9122
29/07/2020;DE;Germany;EURO;684;206926;6;9128
30/07/2020;DE;Germany;EURO;902;207828;6;9134
31/07/2020;DE;Germany;EURO;870;208698;7;9141
01/08/2020;DE;Germany;EURO;955;209653;0;9141
02/08/2020;DE;Germany;EURO;240;209893;0;9141
03/08/2020;DE;Germany;EURO;509;210402;7;9148
04/08/2020;DE;Germany;EURO;879;211281;8;9156
05/08/2020;DE;Germany;EURO;741;212022;12;9168
06/08/2020;DE;Germany;EURO;1045;213067;7;9175
07/08/2020;DE;Germany;EURO;1147;214214;8;9183
08/08/2020;DE;Germany;EURO;1122;215336;12;9195
09/08/2020;DE;Germany;EURO;555;215891;1;9196
10/08/2020;DE;Germany;EURO;436;216327;1;9197
11/08/2020;DE;Germany;EURO;966;217293;4;9201
12/08/2020;DE;Germany;EURO;1226;218519;6;9207
13/08/2020;DE;Germany;EURO;1445;219964;4;9211
14/08/2020;DE;Germany;EURO;1449;221413;14;9225
15/08/2020;DE;Germany;EURO;1415;222828;6;9231
16/08/2020;DE;Germany;EURO;625;223453;0;9231
17/08/2020;DE;Germany;EURO;561;224014;1;9232
18/08/2020;DE;Germany;EURO;1390;225404;4;9236
19/08/2020;DE;Germany;EURO;1510;226914;7;9243
20/08/2020;DE;Germany;EURO;1707;228621;10;9253
21/08/2020;DE;Germany;EURO;1427;230048;7;9260
22/08/2020;DE;Germany;EURO;2034;232082;7;9267
23/08/2020;DE;Germany;EURO;782;232864;2;9269
24/08/2020;DE;Germany;EURO;711;233575;3;9272
25/08/2020;DE;Germany;EURO;1278;234853;5;9277
26/08/2020;DE;Germany;EURO;1576;236429;3;9280
27/08/2020;DE;Germany;EURO;1507;237936;5;9285
28/08/2020;DE;Germany;EURO;1571;239507;3;9288
29/08/2020;DE;Germany;EURO;1479;240986;1;9289
30/08/2020;DE;Germany;EURO;785;241771;6;9295
31/08/2020;DE;Germany;EURO;610;242381;3;9298
01/09/2020;DE;Germany;EURO;1218;243599;4;9302
02/09/2020;DE;Germany;EURO;1256;244855;11;9313
03/09/2020;DE;Germany;EURO;1311;246166;8;9321
04/09/2020;DE;Germany;EURO;1453;247619;1;9322
05/09/2020;DE;Germany;EURO;1378;248997;2;9324
06/09/2020;DE;Germany;EURO;988;249985;1;9325
07/09/2020;DE;Germany;EURO;814;250799;0;9325
08/09/2020;DE;Germany;EURO;1499;252298;4;9329
09/09/2020;DE;Germany;EURO;1176;253474;9;9338
10/09/2020;DE;Germany;EURO;1892;255366;3;9341
11/09/2020;DE;Germany;EURO;1484;256850;1;9342
12/09/2020;DE;Germany;EURO;1630;258480;5;9347
13/09/2020;DE;Germany;EURO;948;259428;2;9349
14/09/2020;DE;Germany;EURO;927;260355;1;9350
15/09/2020;DE;Germany;EURO;1407;261762;12;9362
16/09/2020;DE;Germany;EURO;1901;263663;6;9368
17/09/2020;DE;Germany;EURO;2194;265857;3;9371
18/09/2020;DE;Germany;EURO;1916;267773;7;9378
19/09/2020;DE;Germany;EURO;2297;270070;6;9384
20/09/2020;DE;Germany;EURO;1345;271415;2;9386
21/09/2020;DE;Germany;EURO;922;272337;0;9386
22/09/2020;DE;Germany;EURO;1821;274158;10;9396
23/09/2020;DE;Germany;EURO;1769;275927;13;9409
24/09/2020;DE;Germany;EURO;2143;278070;19;9428
25/09/2020;DE;Germany;EURO;2153;280223;15;9443
26/09/2020;DE;Germany;EURO;2507;282730;9;9452
27/09/2020;DE;Germany;EURO;1410;284140;5;9457
28/09/2020;DE;Germany;EURO;1192;285332;3;9460
29/09/2020;DE;Germany;EURO;2089;287421;11;9471
30/09/2020;DE;Germany;EURO;1798;289219;17;9488
01/10/2020;DE;Germany;EURO;2503;291722;12;9500
02/10/2020;DE;Germany;EURO;2673;294395;8;9508
03/10/2020;DE;Germany;EURO;2563;296958;19;9527
04/10/2020;DE;Germany;EURO;2279;299237;2;9529
05/10/2020;DE;Germany;EURO;1382;300619;5;9534
06/10/2020;DE;Germany;EURO;2639;303258;12;9546
07/10/2020;DE;Germany;EURO;2828;306086;16;9562
08/10/2020;DE;Germany;EURO;4058;310144;16;9578
09/10/2020;DE;Germany;EURO;4516;314660;11;9589
10/10/2020;DE;Germany;EURO;4721;319381;15;9604
11/10/2020;DE;Germany;EURO;3483;322864;11;9615
12/10/2020;DE;Germany;EURO;2467;325331;6;9621
13/10/2020;DE;Germany;EURO;4122;329453;13;9634
14/10/2020;DE;Germany;EURO;5132;334585;43;9677
15/10/2020;DE;Germany;EURO;6638;341223;33;9710
16/10/2020;DE;Germany;EURO;7334;348557;24;9734
17/10/2020;DE;Germany;EURO;7830;356387;33;9767
18/10/2020;DE;Germany;EURO;5587;361974;10;9777
19/10/2020;DE;Germany;EURO;4325;366299;12;9789
20/10/2020;DE;Germany;EURO;6868;373167;47;9836
21/10/2020;DE;Germany;EURO;7595;380762;39;9875
22/10/2020;DE;Germany;EURO;11287;392049;30;9905
23/10/2020;DE;Germany;EURO;11242;403291;49;9954
24/10/2020;DE;Germany;EURO;14714;418005;49;10003
25/10/2020;DE;Germany;EURO;11176;429181;29;10032
26/10/2020;DE;Germany;EURO;8685;437866;24;10056
27/10/2020;DE;Germany;EURO;11409;449275;42;10098
28/10/2020;DE;Germany;EURO;14964;464239;85;10183
29/10/2020;DE;Germany;EURO;16774;481013;89;10272
30/10/2020;DE;Germany;EURO;18681;499694;77;10349
31/10/2020;DE;Germany;EURO;19059;518753;103;10452
01/11/2020;DE;Germany;EURO;14177;532930;29;10481
02/11/2020;DE;Germany;EURO;12097;545027;49;10530
03/11/2020;DE;Germany;EURO;15352;560379;131;10661
04/11/2020;DE;Germany;EURO;17214;577593;151;10812
05/11/2020;DE;Germany;EURO;19990;597583;118;10930
06/11/2020;DE;Germany;EURO;21506;619089;166;11096
07/11/2020;DE;Germany;EURO;23399;642488;130;11226
08/11/2020;DE;Germany;EURO;16017;658505;63;11289
09/11/2020;DE;Germany;EURO;13363;671868;63;11352
03/01/2020;NL;Netherlands;EURO;0;0;0;0
04/01/2020;NL;Netherlands;EURO;0;0;0;0
05/01/2020;NL;Netherlands;EURO;0;0;0;0
06/01/2020;NL;Netherlands;EURO;0;0;0;0
07/01/2020;NL;Netherlands;EURO;0;0;0;0
08/01/2020;NL;Netherlands;EURO;0;0;0;0
09/01/2020;NL;Netherlands;EURO;0;0;0;0
10/01/2020;NL;Netherlands;EURO;0;0;0;0
11/01/2020;NL;Netherlands;EURO;0;0;0;0
12/01/2020;NL;Netherlands;EURO;0;0;0;0
13/01/2020;NL;Netherlands;EURO;0;0;0;0
14/01/2020;NL;Netherlands;EURO;0;0;0;0
15/01/2020;NL;Netherlands;EURO;0;0;0;0
16/01/2020;NL;Netherlands;EURO;0;0;0;0
17/01/2020;NL;Netherlands;EURO;0;0;0;0
18/01/2020;NL;Netherlands;EURO;0;0;0;0
19/01/2020;NL;Netherlands;EURO;0;0;0;0
20/01/2020;NL;Netherlands;EURO;0;0;0;0
21/01/2020;NL;Netherlands;EURO;0;0;0;0
22/01/2020;NL;Netherlands;EURO;0;0;0;0
23/01/2020;NL;Netherlands;EURO;0;0;0;0
24/01/2020;NL;Netherlands;EURO;0;0;0;0
25/01/2020;NL;Netherlands;EURO;0;0;0;0
26/01/2020;NL;Netherlands;EURO;0;0;0;0
27/01/2020;NL;Netherlands;EURO;0;0;0;0
28/01/2020;NL;Netherlands;EURO;0;0;0;0
29/01/2020;NL;Netherlands;EURO;0;0;0;0
30/01/2020;NL;Netherlands;EURO;0;0;0;0
31/01/2020;NL;Netherlands;EURO;0;0;0;0
01/02/2020;NL;Netherlands;EURO;0;0;0;0
02/02/2020;NL;Netherlands;EURO;0;0;0;0
03/02/2020;NL;Netherlands;EURO;0;0;0;0
04/02/2020;NL;Netherlands;EURO;0;0;0;0
05/02/2020;NL;Netherlands;EURO;0;0;0;0
06/02/2020;NL;Netherlands;EURO;0;0;0;0
07/02/2020;NL;Netherlands;EURO;0;0;0;0
08/02/2020;NL;Netherlands;EURO;0;0;0;0
09/02/2020;NL;Netherlands;EURO;0;0;0;0
10/02/2020;NL;Netherlands;EURO;0;0;0;0
11/02/2020;NL;Netherlands;EURO;0;0;0;0
12/02/2020;NL;Netherlands;EURO;0;0;0;0
13/02/2020;NL;Netherlands;EURO;0;0;0;0
14/02/2020;NL;Netherlands;EURO;0;0;0;0
15/02/2020;NL;Netherlands;EURO;0;0;0;0
16/02/2020;NL;Netherlands;EURO;0;0;0;0
17/02/2020;NL;Netherlands;EURO;0;0;0;0
18/02/2020;NL;Netherlands;EURO;0;0;0;0
19/02/2020;NL;Netherlands;EURO;0;0;0;0
20/02/2020;NL;Netherlands;EURO;0;0;0;0
21/02/2020;NL;Netherlands;EURO;0;0;0;0
22/02/2020;NL;Netherlands;EURO;0;0;0;0
23/02/2020;NL;Netherlands;EURO;0;0;0;0
24/02/2020;NL;Netherlands;EURO;0;0;0;0
25/02/2020;NL;Netherlands;EURO;0;0;0;0
26/02/2020;NL;Netherlands;EURO;0;0;0;0
27/02/2020;NL;Netherlands;EURO;0;0;0;0
28/02/2020;NL;Netherlands;EURO;1;1;0;0
29/02/2020;NL;Netherlands;EURO;1;2;0;0
01/03/2020;NL;Netherlands;EURO;5;7;0;0
02/03/2020;NL;Netherlands;EURO;6;13;0;0
03/03/2020;NL;Netherlands;EURO;5;18;0;0
04/03/2020;NL;Netherlands;EURO;10;28;0;0
05/03/2020;NL;Netherlands;EURO;10;38;0;0
06/03/2020;NL;Netherlands;EURO;44;82;0;0
07/03/2020;NL;Netherlands;EURO;46;128;1;1
08/03/2020;NL;Netherlands;EURO;60;188;0;1
09/03/2020;NL;Netherlands;EURO;77;265;2;3
10/03/2020;NL;Netherlands;EURO;56;321;0;3
11/03/2020;NL;Netherlands;EURO;61;382;1;4
12/03/2020;NL;Netherlands;EURO;121;503;1;5
13/03/2020;NL;Netherlands;EURO;111;614;0;5
14/03/2020;NL;Netherlands;EURO;190;804;0;5
15/03/2020;NL;Netherlands;EURO;155;959;7;12
16/03/2020;NL;Netherlands;EURO;176;1135;8;20
17/03/2020;NL;Netherlands;EURO;278;1413;4;24
18/03/2020;NL;Netherlands;EURO;292;1705;19;43
19/03/2020;NL;Netherlands;EURO;346;2051;15;58
20/03/2020;NL;Netherlands;EURO;409;2460;18;76
21/03/2020;NL;Netherlands;EURO;534;2994;30;106
22/03/2020;NL;Netherlands;EURO;637;3631;30;136
23/03/2020;NL;Netherlands;EURO;573;4204;43;179
24/03/2020;NL;Netherlands;EURO;545;4749;34;213
25/03/2020;NL;Netherlands;EURO;811;5560;63;276
26/03/2020;NL;Netherlands;EURO;852;6412;80;356
27/03/2020;NL;Netherlands;EURO;1019;7431;78;434
28/03/2020;NL;Netherlands;EURO;1172;8603;112;546
29/03/2020;NL;Netherlands;EURO;1159;9762;93;639
30/03/2020;NL;Netherlands;EURO;1104;10866;132;771
31/03/2020;NL;Netherlands;EURO;884;11750;93;864
01/04/2020;NL;Netherlands;EURO;845;12595;175;1039
02/04/2020;NL;Netherlands;EURO;1019;13614;134;1173
03/04/2020;NL;Netherlands;EURO;1083;14697;166;1339
04/04/2020;NL;Netherlands;EURO;1026;15723;148;1487
05/04/2020;NL;Netherlands;EURO;904;16627;164;1651
06/04/2020;NL;Netherlands;EURO;1224;17851;115;1766
07/04/2020;NL;Netherlands;EURO;952;18803;101;1867
08/04/2020;NL;Netherlands;EURO;777;19580;234;2101
09/04/2020;NL;Netherlands;EURO;969;20549;147;2248
10/04/2020;NL;Netherlands;EURO;1213;21762;148;2396
11/04/2020;NL;Netherlands;EURO;1335;23097;115;2511
12/04/2020;NL;Netherlands;EURO;1316;24413;132;2643
13/04/2020;NL;Netherlands;EURO;1174;25587;94;2737
14/04/2020;NL;Netherlands;EURO;964;26551;86;2823
15/04/2020;NL;Netherlands;EURO;868;27419;122;2945
16/04/2020;NL;Netherlands;EURO;734;28153;189;3134
17/04/2020;NL;Netherlands;EURO;1061;29214;181;3315
18/04/2020;NL;Netherlands;EURO;1235;30449;144;3459
19/04/2020;NL;Netherlands;EURO;1140;31589;142;3601
20/04/2020;NL;Netherlands;EURO;1066;32655;83;3684
21/04/2020;NL;Netherlands;EURO;750;33405;67;3751
22/04/2020;NL;Netherlands;EURO;729;34134;165;3916
23/04/2020;NL;Netherlands;EURO;708;34842;138;4054
24/04/2020;NL;Netherlands;EURO;887;35729;123;4177
25/04/2020;NL;Netherlands;EURO;806;36535;112;4289
26/04/2020;NL;Netherlands;EURO;655;37190;120;4409
27/04/2020;NL;Netherlands;EURO;655;37845;66;4475
28/04/2020;NL;Netherlands;EURO;400;38245;43;4518
29/04/2020;NL;Netherlands;EURO;171;38416;48;4566
30/04/2020;NL;Netherlands;EURO;386;38802;145;4711
01/05/2020;NL;Netherlands;EURO;514;39316;84;4795
02/05/2020;NL;Netherlands;EURO;475;39791;98;4893
03/05/2020;NL;Netherlands;EURO;445;40236;94;4987
04/05/2020;NL;Netherlands;EURO;335;40571;69;5056
05/05/2020;NL;Netherlands;EURO;199;40770;26;5082
06/05/2020;NL;Netherlands;EURO;317;41087;86;5168
07/05/2020;NL;Netherlands;EURO;232;41319;36;5204
08/05/2020;NL;Netherlands;EURO;455;41774;84;5288
09/05/2020;NL;Netherlands;EURO;319;42093;71;5359
10/05/2020;NL;Netherlands;EURO;289;42382;63;5422
11/05/2020;NL;Netherlands;EURO;245;42627;18;5440
12/05/2020;NL;Netherlands;EURO;161;42788;16;5456
13/05/2020;NL;Netherlands;EURO;196;42984;54;5510
14/05/2020;NL;Netherlands;EURO;227;43211;52;5562
15/05/2020;NL;Netherlands;EURO;270;43481;28;5590
16/05/2020;NL;Netherlands;EURO;200;43681;53;5643
17/05/2020;NL;Netherlands;EURO;189;43870;27;5670
18/05/2020;NL;Netherlands;EURO;125;43995;10;5680
19/05/2020;NL;Netherlands;EURO;146;44141;14;5694
20/05/2020;NL;Netherlands;EURO;108;44249;21;5715
21/05/2020;NL;Netherlands;EURO;198;44447;33;5748
22/05/2020;NL;Netherlands;EURO;253;44700;27;5775
23/05/2020;NL;Netherlands;EURO;188;44888;13;5788
24/05/2020;NL;Netherlands;EURO;176;45064;23;5811
25/05/2020;NL;Netherlands;EURO;172;45236;11;5822
26/05/2020;NL;Netherlands;EURO;209;45445;8;5830
27/05/2020;NL;Netherlands;EURO;133;45578;26;5856
28/05/2020;NL;Netherlands;EURO;190;45768;15;5871
29/05/2020;NL;Netherlands;EURO;182;45950;32;5903
30/05/2020;NL;Netherlands;EURO;176;46126;28;5931
31/05/2020;NL;Netherlands;EURO;131;46257;20;5951
01/06/2020;NL;Netherlands;EURO;185;46442;5;5956
02/06/2020;NL;Netherlands;EURO;103;46545;6;5962
03/06/2020;NL;Netherlands;EURO;102;46647;5;5967
04/06/2020;NL;Netherlands;EURO;86;46733;10;5977
05/06/2020;NL;Netherlands;EURO;209;46942;13;5990
06/06/2020;NL;Netherlands;EURO;210;47152;15;6005
07/06/2020;NL;Netherlands;EURO;183;47335;6;6011
08/06/2020;NL;Netherlands;EURO;239;47574;2;6013
09/06/2020;NL;Netherlands;EURO;165;47739;3;6016
10/06/2020;NL;Netherlands;EURO;164;47903;15;6031
11/06/2020;NL;Netherlands;EURO;184;48087;11;6042
12/06/2020;NL;Netherlands;EURO;164;48251;2;6044
13/06/2020;NL;Netherlands;EURO;210;48461;9;6053
14/06/2020;NL;Netherlands;EURO;179;48640;4;6057
15/06/2020;NL;Netherlands;EURO;143;48783;2;6059
16/06/2020;NL;Netherlands;EURO;165;48948;6;6065
17/06/2020;NL;Netherlands;EURO;139;49087;5;6070
18/06/2020;NL;Netherlands;EURO;117;49204;4;6074
19/06/2020;NL;Netherlands;EURO;115;49319;4;6078
20/06/2020;NL;Netherlands;EURO;107;49426;3;6081
21/06/2020;NL;Netherlands;EURO;76;49502;8;6089
22/06/2020;NL;Netherlands;EURO;91;49593;1;6090
23/06/2020;NL;Netherlands;EURO;65;49658;0;6090
24/06/2020;NL;Netherlands;EURO;64;49722;5;6095
25/06/2020;NL;Netherlands;EURO;82;49804;2;6097
26/06/2020;NL;Netherlands;EURO;110;49914;3;6100
27/06/2020;NL;Netherlands;EURO;91;50005;3;6103
28/06/2020;NL;Netherlands;EURO;69;50074;2;6105
29/06/2020;NL;Netherlands;EURO;73;50147;0;6105
30/06/2020;NL;Netherlands;EURO;76;50223;2;6107
01/07/2020;NL;Netherlands;EURO;50;50273;6;6113
02/07/2020;NL;Netherlands;EURO;62;50335;2;6115
03/07/2020;NL;Netherlands;EURO;77;50412;3;6118
04/07/2020;NL;Netherlands;EURO;75;50487;2;6120
05/07/2020;NL;Netherlands;EURO;61;50548;6;6126
06/07/2020;NL;Netherlands;EURO;73;50621;1;6127
07/07/2020;NL;Netherlands;EURO;36;50657;1;6128
08/07/2020;NL;Netherlands;EURO;37;50694;4;6132
09/07/2020;NL;Netherlands;EURO;52;50746;3;6135
10/07/2020;NL;Netherlands;EURO;52;50798;0;6135
11/07/2020;NL;Netherlands;EURO;42;50840;0;6135
12/07/2020;NL;Netherlands;EURO;81;50921;0;6135
13/07/2020;NL;Netherlands;EURO;101;51022;0;6135
14/07/2020;NL;Netherlands;EURO;71;51093;0;6135
15/07/2020;NL;Netherlands;EURO;53;51146;0;6135
16/07/2020;NL;Netherlands;EURO;106;51252;1;6136
17/07/2020;NL;Netherlands;EURO;99;51351;0;6136
18/07/2020;NL;Netherlands;EURO;103;51454;0;6136
19/07/2020;NL;Netherlands;EURO;127;51581;0;6136
20/07/2020;NL;Netherlands;EURO;144;51725;0;6136
21/07/2020;NL;Netherlands;EURO;185;51910;0;6136
22/07/2020;NL;Netherlands;EURO;163;52073;0;6136
23/07/2020;NL;Netherlands;EURO;168;52241;3;6139
24/07/2020;NL;Netherlands;EURO;163;52404;0;6139
25/07/2020;NL;Netherlands;EURO;191;52595;0;6139
26/07/2020;NL;Netherlands;EURO;137;52732;1;6140
27/07/2020;NL;Netherlands;EURO;214;52946;0;6140
28/07/2020;NL;Netherlands;EURO;205;53151;0;6140
29/07/2020;NL;Netherlands;EURO;223;53374;0;6140
30/07/2020;NL;Netherlands;EURO;247;53621;0;6140
31/07/2020;NL;Netherlands;EURO;342;53963;0;6140
01/08/2020;NL;Netherlands;EURO;338;54301;0;6140
02/08/2020;NL;Netherlands;EURO;431;54732;0;6140
03/08/2020;NL;Netherlands;EURO;311;55043;0;6140
04/08/2020;NL;Netherlands;EURO;372;55415;0;6140
05/08/2020;NL;Netherlands;EURO;540;55955;1;6141
06/08/2020;NL;Netherlands;EURO;426;56381;4;6145
07/08/2020;NL;Netherlands;EURO;601;56982;0;6145
08/08/2020;NL;Netherlands;EURO;519;57501;0;6145
09/08/2020;NL;Netherlands;EURO;486;57987;3;6148
10/08/2020;NL;Netherlands;EURO;577;58564;0;6148
11/08/2020;NL;Netherlands;EURO;575;59139;0;6148
12/08/2020;NL;Netherlands;EURO;779;59918;2;6150
