Date_reported,Country,New_cases,Nom_new_cases,Inhabitants
19/05/2020,The United Kingdom,1838,3,68077298
20/05/2020,The United Kingdom,2589,4,68077298
21/05/2020,The United Kingdom,3052,4,68077298
22/05/2020,The United Kingdom,2718,4,68077298
23/05/2020,The United Kingdom,2574,4,68077298
24/05/2020,The United Kingdom,2062,3,68077298
25/05/2020,The United Kingdom,1527,2,68077298
26/05/2020,The United Kingdom,1364,2,68077298
27/05/2020,The United Kingdom,1624,2,68077298
28/05/2020,The United Kingdom,1672,2,68077298
29/05/2020,The United Kingdom,1835,3,68077298
30/05/2020,The United Kingdom,1760,3,68077298
31/05/2020,The United Kingdom,1527,2,68077298
01/06/2020,The United Kingdom,1125,2,68077298
02/06/2020,The United Kingdom,1079,2,68077298
03/06/2020,The United Kingdom,1441,2,68077298
04/06/2020,The United Kingdom,1484,2,68077298
05/06/2020,The United Kingdom,1356,2,68077298
06/06/2020,The United Kingdom,1243,2,68077298
07/06/2020,The United Kingdom,1120,2,68077298
08/06/2020,The United Kingdom,801,1,68077298
09/06/2020,The United Kingdom,721,1,68077298
10/06/2020,The United Kingdom,1099,2,68077298
11/06/2020,The United Kingdom,1158,2,68077298
12/06/2020,The United Kingdom,1199,2,68077298
13/06/2020,The United Kingdom,1017,1,68077298
14/06/2020,The United Kingdom,1052,2,68077298
15/06/2020,The United Kingdom,890,1,68077298
16/06/2020,The United Kingdom,822,1,68077298
17/06/2020,The United Kingdom,1043,2,68077298
18/06/2020,The United Kingdom,1102,2,68077298
19/06/2020,The United Kingdom,1013,1,68077298
20/06/2020,The United Kingdom,1027,2,68077298
21/06/2020,The United Kingdom,986,1,68077298
22/06/2020,The United Kingdom,687,1,68077298
23/06/2020,The United Kingdom,639,1,68077298
24/06/2020,The United Kingdom,896,1,68077298
25/06/2020,The United Kingdom,886,1,68077298
26/06/2020,The United Kingdom,778,1,68077298
27/06/2020,The United Kingdom,721,1,68077298
28/06/2020,The United Kingdom,671,1,68077298
29/06/2020,The United Kingdom,649,1,68077298
30/06/2020,The United Kingdom,446,1,68077298
01/07/2020,The United Kingdom,730,1,68077298
02/07/2020,The United Kingdom,617,1,68077298
03/07/2020,The United Kingdom,651,1,68077298
04/07/2020,The United Kingdom,602,1,68077298
05/07/2020,The United Kingdom,579,1,68077298
06/07/2020,The United Kingdom,401,1,68077298
07/07/2020,The United Kingdom,555,1,68077298
08/07/2020,The United Kingdom,704,1,68077298
09/07/2020,The United Kingdom,597,1,68077298
10/07/2020,The United Kingdom,693,1,68077298
11/07/2020,The United Kingdom,715,1,68077298
12/07/2020,The United Kingdom,565,1,68077298
13/07/2020,The United Kingdom,442,1,68077298
14/07/2020,The United Kingdom,361,1,68077298
15/07/2020,The United Kingdom,726,1,68077298
16/07/2020,The United Kingdom,685,1,68077298
17/07/2020,The United Kingdom,772,1,68077298
18/07/2020,The United Kingdom,704,1,68077298
19/07/2020,The United Kingdom,569,1,68077298
20/07/2020,The United Kingdom,493,1,68077298
21/07/2020,The United Kingdom,413,1,68077298
22/07/2020,The United Kingdom,793,1,68077298
23/07/2020,The United Kingdom,751,1,68077298
24/07/2020,The United Kingdom,773,1,68077298
25/07/2020,The United Kingdom,731,1,68077298
26/07/2020,The United Kingdom,667,1,68077298
27/07/2020,The United Kingdom,421,1,68077298
28/07/2020,The United Kingdom,371,1,68077298
29/07/2020,The United Kingdom,70,0,68077298
30/07/2020,The United Kingdom,763,1,68077298
31/07/2020,The United Kingdom,846,1,68077298
01/08/2020,The United Kingdom,880,1,68077298
02/08/2020,The United Kingdom,771,1,68077298
03/08/2020,The United Kingdom,743,1,68077298
04/08/2020,The United Kingdom,928,1,68077298
05/08/2020,The United Kingdom,670,1,68077298
06/08/2020,The United Kingdom,891,1,68077298
07/08/2020,The United Kingdom,950,1,68077298
08/08/2020,The United Kingdom,871,1,68077298
09/08/2020,The United Kingdom,758,1,68077298
10/08/2020,The United Kingdom,1062,2,68077298
11/08/2020,The United Kingdom,816,1,68077298
12/08/2020,The United Kingdom,1148,2,68077298
13/08/2020,The United Kingdom,1009,1,68077298
14/08/2020,The United Kingdom,1129,2,68077298
15/08/2020,The United Kingdom,1440,2,68077298
16/08/2020,The United Kingdom,1077,2,68077298
17/08/2020,The United Kingdom,1040,2,68077298
18/08/2020,The United Kingdom,713,1,68077298
19/08/2020,The United Kingdom,1089,2,68077298
20/08/2020,The United Kingdom,812,1,68077298
21/08/2020,The United Kingdom,1182,2,68077298
22/08/2020,The United Kingdom,1033,2,68077298
23/08/2020,The United Kingdom,1288,2,68077298
24/08/2020,The United Kingdom,1041,2,68077298
25/08/2020,The United Kingdom,972,1,68077298
26/08/2020,The United Kingdom,1184,2,68077298
27/08/2020,The United Kingdom,1048,2,68077298
28/08/2020,The United Kingdom,1522,2,68077298
29/08/2020,The United Kingdom,1276,2,68077298
30/08/2020,The United Kingdom,1108,2,68077298
31/08/2020,The United Kingdom,1715,3,68077298
01/09/2020,The United Kingdom,1406,2,68077298
02/09/2020,The United Kingdom,1295,2,68077298
03/09/2020,The United Kingdom,1508,2,68077298
04/09/2020,The United Kingdom,1735,3,68077298
05/09/2020,The United Kingdom,1940,3,68077298
06/09/2020,The United Kingdom,1813,3,68077298
07/09/2020,The United Kingdom,2988,4,68077298
08/09/2020,The United Kingdom,2948,4,68077298
09/09/2020,The United Kingdom,2460,4,68077298
10/09/2020,The United Kingdom,2659,4,68077298
11/09/2020,The United Kingdom,2919,4,68077298
12/09/2020,The United Kingdom,3539,5,68077298
13/09/2020,The United Kingdom,3497,5,68077298
14/09/2020,The United Kingdom,3330,5,68077298
15/09/2020,The United Kingdom,2621,4,68077298
16/09/2020,The United Kingdom,3103,5,68077298
17/09/2020,The United Kingdom,3991,6,68077298
18/09/2020,The United Kingdom,3395,5,68077298
19/09/2020,The United Kingdom,4322,6,68077298
20/09/2020,The United Kingdom,4422,6,68077298
21/09/2020,The United Kingdom,3899,6,68077298
22/09/2020,The United Kingdom,4368,6,68077298
23/09/2020,The United Kingdom,4926,7,68077298
24/09/2020,The United Kingdom,6178,9,68077298
25/09/2020,The United Kingdom,6634,10,68077298
26/09/2020,The United Kingdom,6873,10,68077298
27/09/2020,The United Kingdom,6041,9,68077298
28/09/2020,The United Kingdom,5692,8,68077298
29/09/2020,The United Kingdom,4044,6,68077298
30/09/2020,The United Kingdom,7143,10,68077298
01/10/2020,The United Kingdom,7108,10,68077298
02/10/2020,The United Kingdom,6914,10,68077298
03/10/2020,The United Kingdom,6968,10,68077298
04/10/2020,The United Kingdom,12871,19,68077298
05/10/2020,The United Kingdom,22961,34,68077298
06/10/2020,The United Kingdom,12593,18,68077298
07/10/2020,The United Kingdom,14542,21,68077298
08/10/2020,The United Kingdom,14162,21,68077298
09/10/2020,The United Kingdom,17540,26,68077298
10/10/2020,The United Kingdom,13864,20,68077298
11/10/2020,The United Kingdom,15165,22,68077298
12/10/2020,The United Kingdom,12872,19,68077298
13/10/2020,The United Kingdom,13972,21,68077298
14/10/2020,The United Kingdom,17232,25,68077298
15/10/2020,The United Kingdom,19724,29,68077298
16/10/2020,The United Kingdom,18978,28,68077298
17/10/2020,The United Kingdom,15635,23,68077298
18/10/2020,The United Kingdom,16171,24,68077298
19/10/2020,The United Kingdom,16981,25,68077298
20/10/2020,The United Kingdom,18803,28,68077298
21/10/2020,The United Kingdom,21330,31,68077298
22/10/2020,The United Kingdom,26687,39,68077298
23/10/2020,The United Kingdom,21238,31,68077298
24/10/2020,The United Kingdom,20531,30,68077298
25/10/2020,The United Kingdom,23012,34,68077298
26/10/2020,The United Kingdom,19790,29,68077298
27/10/2020,The United Kingdom,20890,31,68077298
28/10/2020,The United Kingdom,22885,34,68077298
29/10/2020,The United Kingdom,24700,36,68077298
30/10/2020,The United Kingdom,23065,34,68077298
31/10/2020,The United Kingdom,24405,36,68077298
